일자,세대명,위치,공종,부위,하자유형,미처리하자
2021-02-03 00:39:25,222동 6334호,대피공간,건축,,대피공간 방화문 파손,-
2020-09-27 11:17:21,344동 3233호,침실,건축,,침실 방충망 설치가 안되어 있어요.,-
2019-04-04 21:06:08,765동 605호,화장실,설비,,화장실 배수구 냄새,-
2021-08-17 09:19:54,228동 759호,거실,건축,벽,거실 아트월 대리석 들뜸,-
2020-01-14 04:37:36,569동 2074호,침실 화장실,설비,,침실 화장실 수전장 손잡이 아랫부분 떨어져 나감,-
2019-02-01 17:05:53,216동 9821호,거실,건축,바닥,거실 바닥이 들떠서 밟을 때 삐걱소리가 남,-
2021-03-11 00:06:16,544동 8786호,침실 발코니,건축,,침실 발코니 창문 중앙부분에 기스가 많이 나있어서 교체가 필요해 보여요.,-
2020-04-03 09:25:23,598동 4062호,드레스룸,건축,,드레스룹 수납장 개폐가 뻑뻑하고 이용이 쉽지 않아요,-
2018-10-07 13:42:59,842동 4923호,침실 화장실,건축,,침실 화장실 타일 균열,-
2018-11-05 19:37:35,730동 927호,침실 발코니,건축,,침실 발코니 방충망이 누락된거같아요 빠른 조치 필요합니다.,-
2022-04-04 17:05:06,912동 288호,화장실,건축,바닥,화장실 바닥 수평불량,-
2019-04-20 01:52:49,118동 1615호,주방,건축,바닥,씽크대 쪽 걸레받이 고정되지 않음,-
2019-01-02 17:29:30,921동 8313호,주방,건축,,주방 아일랜드 식탁 변색된 부분이 있어요. 보수 부탁드립니다.,-
2021-03-14 01:09:23,913동 1604호,거실,설비,,거실 시스템 에어컨 동작시 물떨어짐,-
2019-02-23 17:11:22,475동 1965호,화장실,설비,벽,화장실 콘센트에 코드를 꽂아도 전원이 안들어와요.,-
2020-01-27 09:40:09,921동 680호,화장실,설비,,화장실 샤워기 수압불량하고 가끔 안 나옴,-
2020-01-30 23:40:30,428동 9892호,거실,전기,벽,거실 월패드에 전원이 안 들어와요.,-
2022-12-19 17:31:38,118동 6253호,전열교환실,전기,벽,전열 교환기실 콘센트가 덜렁거려서 곧 떨어질거같아요.,-
2019-08-17 04:16:15,473동 7685호,침실 화장실,건축,,침실 화장실 줄눈 오염,-
2018-05-08 12:24:47,145동 2898호,거실,건축,바닥,거실 걸레받이 찍힘,-
2019-03-24 21:42:03,481동 6682호,주방,설비,,주방 발코니 하수구 쪽에서 냄새가 나요,-
2018-10-17 23:32:47,876동 8771호,화장실,건축,,화장실 샤워부스 유리문 모서리 부분 깨짐,-
2018-02-17 10:24:51,902동 846호,화장실,설비,,화장실 환기 잘 안됨,-
2018-12-22 07:46:54,318동 5338호,침실,건축,바닥,침실 방문 닫히는데 바닥이 닳음,-
2019-01-27 17:30:06,312동 9176호,현관,건축,벽,현관문과 벽 사이 균열,-
2022-01-16 23:24:52,995동 4136호,다용도실,설비,,다용도실 수도꼭지가 안돌아가요. 불량인거 같아요.,-
2020-10-06 04:09:08,470동 686호,침실 발코니,건축,바닥,침실 발코니 바닥높이가 맞지 않아서 불고임 현상있음,-
2019-12-13 01:12:47,551동 6865호,화장실,설비,,화장실 샤워기 호스에서 물이 나옴,-
2022-07-13 17:01:17,479동 2883호,침실,건축,,침실 화장대 거울 누락,-
2021-02-08 19:21:06,336동 191호,거실,건축,벽,거실 복도 벽에 이물질이 튀어 있음. 제거가 필요함,-
2018-03-06 14:50:49,182동 3117호,,건축,,전체적으로 바닥이 너무 약해서 손봐주실 필요가 있음,-
2022-11-13 00:03:31,239동 9638호,침실,건축,,침실 방문 손잡이 고장,-
2021-07-01 08:52:29,951동 8921호,거실,건축,벽,"거실 아트월부분 대리석 들뜸현상에 대한 하자처리 신청하였으나, 진행되지 않음",-
2019-10-25 04:10:18,713동 9550호,화장실,설비,,샤워부스 문 열 때 마다 끼익 소리가 남,-
2018-03-06 13:09:00,829동 4941호,침실,건축,,침실 방충망이 바람만 불면 심하게 덜컹거려요.,-
2022-05-08 19:25:11,233동 2036호,거실,설비,천장,거실 에어컨을 틀지 않아도 소리가 남,-
2021-04-04 11:13:03,709동 8351호,샤워부스,건축,,샤워부스 문 열 때 소리남,-
2022-07-12 20:56:15,636동 3617호,거실,전기,벽,거실 콘센트 오염,-
2020-07-07 15:02:27,916동 1104호,화장실,건축,벽,화장실 휴지걸이 휴지랑 체결이 되지 않음.,-
2020-03-07 09:45:37,199동 2262호,화장실,건축,,화장실 문 주변 들뜸,-
2021-05-19 04:49:10,901동 7154호,주방,건축,,씽크대 아래 판자 흔들거림,-
2018-05-27 19:35:38,800동 4114호,주방,건축,,가스레인지에 오염이 심하게 되어있어요. 교체 필요,-
2021-09-13 01:46:29,133동 8504호,주방,건축,,오븐 작동불량합니다.,-
2020-04-20 22:42:46,423동 4027호,거실,설비,천장,거실 에어컨 물 떨어짐 현상으로 바닥까지 썩음,-
2018-01-17 09:27:31,669동 9328호,침실,건축,,침실 방문 닫히는데 바닥이 닳음,-
2020-02-24 13:22:40,882동 270호,침실,건축,,침실 화장대 대리석 균열,-
2018-11-27 13:18:27,994동 2343호,주방,건축,,싱크대에 오염된 부분이 많아요.,-
2018-05-09 11:04:04,795동 5397호,화장실,설비,,화장실 수전 손잡이 불량,-
2021-01-14 22:10:26,583동 613호,침실,건축,벽,침실 전신거울 깨져있고 부착상태 불량,-
2018-11-06 04:59:15,229동 7657호,거실,건축,,거실 창문 물방을 맺힘이 심해 밑에 물 고임,-
2020-06-08 17:52:57,914동 2764호,화장실,건축,벽,화장실 수건걸이 왼족 부착부분 파손돼서 곧 떨어질거 같습니다.,-
2022-09-24 10:02:53,205동 6724호,화장실,설비,,화장실 변기 뚜껑 제품 불량,-
2020-10-22 19:42:04,372동 3472호,침실발코니,설비,,침실 발코니 수전이 제대로 고정이 되어 있지 않아요.,-
2020-06-05 08:44:24,408동 7999호,침실,전기,천장,침실 감지기 떨어짐,-
2020-04-22 11:48:12,885동 1917호,현관,건축,,현관문 고무 패킹이 고정되지 않고 잘 빠져요.,-
2021-01-15 21:27:57,979동 5007호,거실,전기,천장,거실 복도에 전등이 안 들어와요.,-
2018-12-10 01:52:55,453동 2175호,다용도실,건축,"벽,천장","다용도실 벽, 천장 사이에 균열과 틈 생김",-
2022-08-24 15:54:16,870동 1933호,주방,건축,,주방 창문 결로,-
2019-11-29 18:47:11,980동 5779호,화장실,설비,,화장실 샤워기 부착상태 불량해요,-
2022-11-14 00:05:11,519동 1644호,드레스룸,건축,,드레스룹 수납장 조작불량,-
2022-09-12 21:35:03,741동 6290호,현관,건축,,현관문 열고 닫을 때 소음이 심함.,-
2022-11-24 06:19:27,915동 6442호,현관,설비,천장,현관 스프링클러가 찌그러져서 교체가 필요할 거 같음,-
2018-01-31 18:23:55,402동 5322호,화장실,건축,,화장실 욕조 오른쪽 실리콘 곰팡이와 변색이 심함.,-
2020-02-02 17:05:13,251동 1694호,대피공간,건축,,대피공간 방화문 찌그러져 있어서 개폐 불가능,-
2018-09-14 19:21:25,437동 380호,거실,건축,천장,거실 에어컨 부착상태 불량과 주변 도배상태가 불량해요,-
2020-04-01 23:38:51,893동 8712호,거실,건축,,거실 도배 일부 찢어짐,-
2019-07-24 20:21:24,636동 5994호,침실,건축,,침실 방문 휘어짐,-
2020-03-18 21:43:53,784동 6340호,침실,건축,벽,침실 창문 위 곰팡이 생김,-
2018-02-14 01:41:15,408동 5103호,주방,설비,,주방 씽크대 수전 누수,-
2022-11-23 07:27:04,759동 214호,현관,건축,,현관 신발장 우측 문 안닫힘,-
2020-01-22 14:42:53,414동 9275호,거실,건축,벽,거실 창문 상단 도배지 떨어짐,-
2021-09-08 20:42:18,982동 5255호,드레스룸,건축,,드레스룸 문 상단부분 파손,-
2022-04-04 17:05:06,912동 288호,화장실,건축,바닥,화장실 바닥 수평불량,-
2018-09-19 01:34:06,836동 8383호,대피공간,건축,벽,대피공간 벽면 도장 오염되어 있음,-
2021-10-31 20:26:20,724동 3981호,주방,건축,,주방 하부장 슬라이딩 서랍이 닫히지 않고 스스로 열려요.,-
2018-11-04 08:42:04,890동 9217호,화장실,전기,벽,화장실 콘센트 미고정,-
2022-07-23 14:53:28,799동 760호,주방,건축,,씽크대 하부장에서 열릴 때 소리남,-
2019-09-20 22:29:49,310동 3125호,침실 발코니,건축,벽,침실 발코니 벽면에 시멘트가 벗겨지고 안쪽 변면이 갈라짐,-
2019-07-20 11:03:00,784동 7855호,주방,설비,,주방 수전에서 녹물이 나오고 악취가 나요,-
2020-12-16 22:53:50,788동 6702호,침실 화장실,건축,,침실 화장실 샤워 박스 하단 타일 실금,-
2020-01-12 13:27:55,761동 6078호,다용도실,건축,,다용도실 결로로 인해 곰팡이 지속적으로 발생,-
2020-03-22 02:15:58,123동 9647호,거실,건축,벽,거실 복도 벽지 하자 접수를 하였는데 찢어진 상태로 1년간 방치됨,-
2019-07-08 00:23:37,944동 7465호,화장실,설비,,화장실 샤워기 잠금이 불량해서 물이 샙니다,-
2021-04-10 02:09:10,320동 4158호,침실,건축,벽,침실 난방조절기 고장,-
2021-09-14 23:14:27,406동 2658호,주방,건축,바닥,냉장고 자리 바닥 파손,-
2020-06-11 07:50:05,442동 5655호,발코니,건축,벽,발코니 벽면 모서리 벽면 가로 세로 실 크랙,-
2018-03-18 15:43:35,736동 9478호,침실,건축,천장,침실 몰딩에 검은색 오염물질이 많이 묻어있어서 더러워요.,-
2021-09-19 15:25:47,679동 4894호,침실,건축,,침실 문 잠금기능이 불량합니다.,-
2019-03-17 21:14:35,107동 526호,주방,설비,천장,주방 에어컨 물샘,-
2022-09-13 14:46:02,744동 5752호,침실,건축,,침실 도배 들뜸,-
2020-08-03 23:25:27,934동 967호,주방,건축,,가스레인지 불이 안들어요.,-
2022-08-19 23:55:27,278동 2630호,화장실,건축,,화장실 장 왼쪽 상단부에 파손되어 있음,-
2020-05-31 02:59:43,635동 1090호,침실,건축,,화장대 옆 수납공간 부착상태 불량하여 수리 필요,-
2018-07-23 07:27:22,786동 2657호,거실 복도,건축,바닥,거실 복도 바닥 파손,-
2021-11-26 11:47:42,726동 5138호,거실,건축,벽,거실 난방조절기 제어불량합니다.,-
2018-11-21 07:59:49,250동 5253호,침실,건축,,침실 결로현상,-
2022-04-29 07:02:48,705동 7549호,주방,건축,,주방 씽크대 상판균열,-
2018-07-13 13:11:24,145동 1383호,침실,건축,,침실 창문이 꽉 닫아지지가 않아요.,-
2020-02-02 14:31:16,188동 7428호,현관,건축,,현관문 밖 균열 & 마감 불량하니 하자 처리해주세요.,-
2019-10-13 07:52:52,967동 3272호,침실,건축,,침실 붙박이장 문이 찍혀서 도색이 벗겨짐,-
2020-06-13 06:07:04,771동 1089호,주방,건축,,냉장고 위 상부장을 열고 닫을때 뻑뻑해요.,-
2020-11-27 05:53:44,461동 4978호,침실,건축,,침실 방충망 설치 자리가 반대로 되어 있어요.,-
2020-11-30 13:13:22,814동 2698호,침실,설비,,"침실 샤워부스 유리문 손잡이 도색이 덜 되어 있고, 까끌거려요.",-
2021-10-01 10:52:36,457동 3004호,거실,전기,벽,인터폰하면 가끔 안 뜸,-
2022-05-22 04:04:15,737동 1425호,주방,설비,,주방 발코니 수전류의 수압이 약해요.,-
2022-10-30 19:16:13,712동 2174호,화장실,건축,,화장실 실리콘 마감 불량,-
2019-08-15 00:24:21,145동 5267호,대피공간,건축,천장,대피공간 천장 도장 곰팡이가 펴있음,-
2021-04-10 02:09:10,320동 4158호,침실,건축,벽,침실 난방조절기 고장,-
2020-06-11 07:50:05,442동 5655호,발코니,건축,벽,발코니 벽면 모서리 벽면 가로 세로 실 크랙,-
2018-08-24 02:30:15,282동 3662호,전열교환실,전기,벽,전열교환기실 콘센트가 떨어짐,-
2020-02-29 22:33:42,399동 1262호,거실,건축,벽,거실 벽지가 들뜨고 찢어져서 보수가 필요함,-
2018-05-18 19:05:42,548동 1591호,드레스룸,건축,벽,드레스룸 벽지가 들떠있고 마감이 불량해요.,-
2021-09-24 11:07:01,742동 5405호,화장실,설비,,변기에서 악취가 나고 역류 현상(시원히 내려가지 않을 때 한정),-
2018-11-27 13:18:27,994동 2343호,주방,건축,,싱크대에 오염된 부분이 많아요.,-
2022-11-09 02:22:26,123동 4951호,거실,건축,천장,거실 천장 도배 누수,-
2019-01-28 20:41:42,188동 9428호,화장실,건축,바닥,화장실 샤워기 바닥쪽 균열,-
2020-01-21 06:44:47,639동 3107호,침실발코니,건축,바닥,"침실 발코니 바닥 타일이 깨져있고, 줄눈에 오염이 심해요.",-
2020-10-02 00:18:23,576동 579호,침실,건축,,침실 붙박이장 시트지 벗겨짐,-
2018-02-05 14:55:36,198동 2691호,침실,건축,,바람 불면 침실 창문이 너무 심하게 덜컹거려요.,-
2020-06-08 17:52:57,914동 2764호,화장실,건축,벽,화장실 수건걸이 왼족 부착부분 파손돼서 곧 떨어질거 같습니다.,-
2019-12-15 06:51:34,914동 3010호,화장실,전기,천장,화장실 전등 센서불량,-
2020-12-07 01:37:43,874동 1011호,"침실, 거실",건축,"바닥,벽","비 올 때 침실, 거실, 쪽 창문에 물이 들어와서 벽, 바닥 곰팡이가 심해요",-
2020-11-23 19:39:56,633동 7982호,거실,건축,바닥,거실 걸레받이 부착 불량,-
2021-10-01 04:10:04,126동 480호,대피공간,건축,벽,대피공간 벽체 균열,-
2019-04-01 04:22:04,562동 8272호,거실,건축,벽,거실 창문 시트지 찢어짐,-
2022-01-06 16:40:42,165동 4146호,화장실,건축,바닥,화장실 타일 하나가 낮게 묻혀있어서 항상 물이 고여있음,-
2018-05-27 19:35:38,800동 4114호,주방,건축,,가스레인지에 오염이 심하게 되어있어요. 교체 필요,-
2020-04-07 12:31:08,294동 1097호,화장실,설비,,샤워기에서 물이 졸졸졸 나와요,-
2019-12-18 19:17:04,707동 3979호,드레스룸,건축,,드레스룸 선반 왼쪽 부분이 찍히고 파손됐어요,-
2021-05-19 13:19:59,283동 5406호,침실,건축,,침실 창문 오염(시멘트 흔적),-
2022-01-19 06:28:02,583동 7635호,주방,건축,벽,주방 창문 초기 누수된 부분 도색 미처리 됨,-
2021-02-01 09:02:23,628동 8249호,화장실,건축,바닥,화장실 바닥 타일 검게 변색,-
2018-08-15 11:02:55,500동 1672호,주방,설비,,후드 작동불량하고 배기도 불량합니다.,-
2021-07-24 17:53:51,661동 856호,전열교환실,건축,,전열교환기실 문이 안닫히고 자꾸 열려서 보수 필요,-
2020-01-08 17:23:05,284동 9777호,현관,건축,,현관 신발장 개페불량,-
2020-04-03 09:25:23,598동 4062호,드레스룸,건축,,드레스룹 수납장 개폐가 뻑뻑하고 이용이 쉽지 않아요,-
2020-01-12 07:04:12,361동 7364호,화장실,건축,,샤워부스 쪽 샤워기 아래 타일 홈 파임,-
2019-01-01 15:51:08,921동 5895호,화장실,건축,"바닥,벽","화장실 바닥, 벽 타일 줄눈이 심하게 오염되어 있음",-
2018-09-15 11:41:41,451동 2410호,전열교환실,전기,벽,전열교환기실 스위치가 고장남,-
2018-06-30 18:08:42,160동 7198호,다용도실,건축,,다용도실 창문이 안열림. 개폐불가능,-
2021-05-11 19:26:33,693동 7762호,거실,전기,벽,거실 비디오폰에 표시가 미비합니다.,-
2018-04-15 22:13:06,808동 7416호,화장실,설비,바닥,세면대 움직여서 덜컹거림,-
2021-04-14 02:29:29,886동 3097호,침실,건축,"벽, 모서리",침실 벽면과 모서리 도배지 들뜸,-
2019-06-16 01:16:14,685동 3117호,주방,건축,,주방 오븐 오작동,-
2021-05-22 03:58:58,961동 9451호,주방,건축,,주방 하부장 맨 오른쪽 서랍 시트지가 찢겨져서 열고 닫을 때 불편해요,-
2020-03-22 02:15:58,123동 9647호,거실,건축,벽,거실 복도 벽지 하자 접수를 하였는데 찢어진 상태로 1년간 방치됨,-
2022-05-22 10:56:43,429동 3768호,대피공간,건축,,대피공간 도장상태 불량해서 변색되어 있음,-
2021-05-07 03:52:33,605동 9686호,다용도실,건축,,다용도실 문틀 흔들림,-
2020-02-13 21:58:52,189동 6946호,침실,전기,천장,침실 전등에서 소음 있음,-
2022-04-29 07:02:48,705동 7549호,주방,건축,,주방 씽크대 상판균열,-
2022-11-09 22:14:56,716동 3423호,침실발코니,설비,,침실 발코니 수도꼭지에서 물이 잘 안나와요. 수압이 약한거 같아요.,-
2022-12-07 04:42:10,763동 6002호,발코니,건축,벽,발코니 벽에 균열이 심함,-
2022-04-11 22:15:27,368동 1621호,주방,건축,,주방 오븐 조작불량합니다.,-
2018-04-15 22:13:06,808동 7416호,화장실,설비,바닥,세면대 움직여서 덜컹거림,-
2021-08-16 15:29:30,891동 1805호,거실,건축,바닥,거실 바닥 실리콘 마감 불량,-
2022-07-13 17:01:17,479동 2883호,침실,건축,,침실 화장대 거울 누락,-
2019-05-27 23:57:50,668동 1846호,침실,설비,천장,침실 에어컨 배선 나와있고 마감처리 부탁드릴게요.,-
2020-09-06 23:15:29,312동 954호,전열교환실,전기,벽,전열교환기실 스위치가 탈락됨,-
2020-10-02 05:44:45,114동 6956호,주방,건축,,주방 아일랜드 식탁 대리석 부분에 구멍 뚫려 있음,-
2019-06-07 08:59:47,365동 3273호,다용도실,건축,벽,다용도실 벽에 실금이 가 있음.,-
2019-01-27 17:30:06,312동 9176호,현관,건축,벽,현관문과 벽 사이 균열,-
2019-01-19 22:57:33,671동 6179호,침실,건축,,침실 붙박이장 세 번째 칸 균열,-
2019-01-30 14:09:44,673동 5867호,침실,건축,천장,침실 에어컨 부착상태가 불량하고 수평이 맞지 않는거 같아요.,-
2020-07-04 20:24:00,570동 4663호,주방,건축,,씽크대와 아일랜드 연결부위 실금,-
2021-07-07 19:15:24,740동 153호,,전기,,인터폰 소리가 기계음처럼 들림,-
2018-09-06 20:42:23,124동 996호,,전기,벽,통신함 문 안열림,-
2022-01-16 23:24:52,995동 4136호,다용도실,설비,,다용도실 수도꼭지가 안돌아가요. 불량인거 같아요.,-
2019-01-18 05:36:03,273동 4816호,거실,전기,벽,거실 비디오폰에 부착상태가 불량하네요.,-
2021-02-07 15:04:37,981동 4076호,주방,설비,,환기후드가 제기능을 못해요. 환기가 안될뿐더러 틀어도 주변 연기가 자욱하네요.,-
2022-11-24 04:35:23,226동 5916호,현관,건축,,현관 전신거울 깨짐,-
2018-05-18 19:05:42,548동 1591호,드레스룸,건축,벽,드레스룸 벽지가 들떠있고 마감이 불량해요.,-
2021-12-25 20:19:00,718동 4233호,거실,건축,,거실 창문 방충망 없음,-
2020-11-20 13:16:28,203동 244호,드레스룸,건축,벽,드레스룸 벽체 시트지 들뜸,-
2018-02-05 07:01:13,171동 2392호,침실,설비,천장,침실 시스템 에어컨 간헐적 미작동,-
2022-09-05 09:11:32,867동 3818호,다용도실,설비,천장,다용도실 스프링클러 찌그러짐,-
2022-03-22 09:31:12,445동 2434호,침실,건축,,침실 손잡이 부식되어 있음,-
2019-07-24 20:21:24,636동 5994호,침실,건축,,침실 방문 휘어짐,-
2022-04-25 15:14:44,448동 283호,다용도실,설비,,다용도실 수전에서 녹물이 나오고 악취가 나요,-
2019-01-30 14:09:44,673동 5867호,침실,건축,천장,침실 에어컨 부착상태가 불량하고 수평이 맞지 않는거 같아요.,-
2021-09-24 11:07:01,742동 5405호,화장실,설비,,변기에서 악취가 나고 역류 현상(시원히 내려가지 않을 때 한정),-
2020-07-04 20:24:00,570동 4663호,주방,건축,,씽크대와 아일랜드 연결부위 실금,-
2020-09-06 23:15:29,312동 954호,전열교환실,전기,벽,전열교환기실 스위치가 탈락됨,-
2020-12-30 12:25:07,840동 4480호,침실,건축,,침실 창문 프레임 찍힘,-
2018-11-30 14:28:52,880동 7499호,화장실,건축,벽,화장실 벽체 타일 깨짐,-
2021-07-24 17:53:51,661동 856호,전열교환실,건축,,전열교환기실 문이 안닫히고 자꾸 열려서 보수 필요,-
2020-01-14 04:37:36,569동 2074호,침실 화장실,설비,,침실 화장실 수전장 손잡이 아랫부분 떨어져 나감,-
2019-06-25 01:38:09,751동 7234호,,전기,,인터폰 소리가 안들림,-
2021-03-05 17:40:43,463동 2768호,집,전기,,집 안내방송 음성 약함,-
2022-10-15 17:46:05,271동 9628호,현관,건축,,현관문 고무 패킹이 찢어졌어요.,-
2018-08-07 19:33:49,646동 6700호,주방,건축,,주방 상부장 천장 시트지 들뜸,-
2021-09-21 08:41:05,429동 5022호,거실 발코니,설비,,거실 발코니 수전류 꼭지를 돌려도 물이 나오지 않음,-
2022-05-08 19:25:11,233동 2036호,거실,설비,천장,거실 에어컨을 틀지 않아도 소리가 남,-
2021-10-31 20:26:20,724동 3981호,주방,건축,,주방 하부장 슬라이딩 서랍이 닫히지 않고 스스로 열려요.,-
2019-10-27 17:55:11,395동 8812호,화장실,설비,,화장실 욕조 안에 부분이 상당히 오염되어 있습니다.,-
2020-03-10 14:21:28,656동 5661호,주방,건축,바닥,주방 개수대에서 악취남,-
2022-09-19 10:05:43,192동 2341호,,전기,,1층에서 세대 호출하면 인터폰에서 화면이 안뜸,-
2019-05-14 05:35:02,672동 4325호,화장실,건축,,샤워실 타일마다 틈새에 금이 나 있음,-
2021-12-01 22:09:50,817동 7124호,침실,건축,벽,침실 벽 오른쪽 상단부분 누수,-
2019-01-21 19:50:03,727동 8042호,침실,설비,천장,"침실 에어컨에서 작동하지 않아도 소리나고, 작동하면 소리가 더 크게 나요.",-
2020-04-01 00:13:03,308동 7635호,침실,전기,벽,침실 스위치 수평불량,-
2021-03-11 04:05:41,169동 7018호,화장실,설비,,화장실 세면대 물이 잘 안내려감,-
2022-06-17 15:56:28,855동 5744호,화장실,설비,,화장실 수전 손잡이 부분 헐거움,-
2022-12-18 02:38:53,155동 2271호,발코니,건축,,발코니 타일 파손됨,-
2022-11-24 06:19:27,915동 6442호,현관,설비,천장,현관 스프링클러가 찌그러져서 교체가 필요할 거 같음,-
2020-01-23 03:02:04,238동 8130호,화장실,설비,,화장실 물 온도 조절이 되지않아 차가운 물만 나와요.,-
2021-09-12 13:38:40,196동 8439호,주방,건축,,오븐 작동 버튼이 안 눌려요,-
2022-04-09 13:20:48,140동 1124호,현관,전기,천장,현관 전등 센서불량,-
2019-06-19 21:03:39,700동 529호,침실,건축,바닥,침실 걸레받이가 제대로 고정이 안되어있어서 움직여요,-
2020-08-21 11:53:27,591동 6556호,현관,전기,,현관 통신단지함 문 안닫힘,-
2021-01-05 09:56:11,220동 4455호,거실,전기,벽,거실 아트월 쪽 콘센트에 코드를 꽂아도 전원이 들어오지 않아요. 콘센트 점검 필요.,-
2022-09-05 09:11:32,867동 3818호,다용도실,설비,천장,다용도실 스프링클러 찌그러짐,-
2020-10-06 04:09:08,470동 686호,침실 발코니,건축,바닥,침실 발코니 바닥높이가 맞지 않아서 불고임 현상있음,-
2021-09-10 23:42:32,518동 7105호,침실 발코니,건축,,침실 발코니 방충망 위쪽 상단부분이 찢어져 있어요.,-
2019-08-25 13:48:47,816동 5044호,주방,건축,,주방 하부장 문 안닫힘,-
2019-03-23 04:48:24,663동 892호,거실,전기,벽,거실 비디오폰 화질이 불량합니다.,-
2020-12-31 08:48:17,537동 330호,전열교환실,전기,천장,전열교환기실 전등 부착상태가 불량해요.,-
2020-07-07 15:02:27,916동 1104호,화장실,건축,벽,화장실 휴지걸이 휴지랑 체결이 되지 않음.,-
2018-05-28 04:44:44,467동 659호,거실,건축,벽,거실 창문 옆에 결로 때문에 벽지에 곰팡이가 있음,-
2022-07-02 11:13:45,520동 4443호,현관,건축,,현관문 도어체크 고장,-
2021-11-29 03:14:28,902동 1163호,현관,건축,,현관문 유압불량,-
2018-03-18 15:43:35,736동 9478호,침실,건축,천장,침실 몰딩에 검은색 오염물질이 많이 묻어있어서 더러워요.,-
2022-02-08 12:40:20,231동 7205호,거실,설비,천장,거실 에어컨 작동이 뒤늦게 되고 쾌쾌한 냄새가 나는거 같음,-
2021-09-19 06:28:29,548동 5519호,침실,건축,벽,"침실 벽면에 굴곡이 져있는데, 와서 확인해주세요.",-
2019-05-29 02:04:27,301동 7480호,다용도실,건축,,다용도실 타일 오염,-
2021-04-16 23:51:42,218동 8124호,,설비,,에어컨 작동시 우리집에서 작동하지 않아도 웅웅거리는 소리가 너무 심함,-
2022-10-19 02:35:18,710동 9820호,화장실,설비,,화장실 환기할 때 소리가 이상하게 남,-
2022-10-24 17:19:57,573동 9757호,화장실,설비,,화장실 샤워부스 유리 부착상태가 좋지 않아요. 급한 보수 필요,-
2021-07-23 03:51:23,816동 8227호,화장실,건축,,화장실 타일 줄눈 메지 탈락,-
2019-10-27 04:20:02,614동 4456호,침실 발코니,건축,벽,침실 발코니 벽면의 오염이 심해요. 보수 필요합니다.,-
2021-05-16 07:24:45,818동 1869호,화장실,건축,,화장실 문틀 파손 접수 후 연락이 없어요. 빠른 조치 요망,-
2022-03-22 09:31:12,445동 2434호,침실,건축,,침실 손잡이 부식되어 있음,-
2021-12-28 14:30:38,784동 2905호,대피공간,건축,바닥,대피공간 바닥타일 부착상태 불량,-
2019-01-26 06:47:00,666동 6744호,침실,건축,벽,침실 창문에 결로가 심해서 그 주위로 곰팡이가 피어요.,-
2019-04-22 10:24:07,596동 3951호,주방,건축,바닥,주방 일부 바닥 걸으면 소리남,-
2020-07-02 07:23:50,311동 6931호,현관,전기,천장,현관 전등이 혼자서 깜빡거려요.,-
2019-11-28 03:39:23,777동 5417호,화장실,건축,,화장실 욕실장 손잡이 파손,-
2022-12-07 00:27:20,397동 2328호,화장실,건축,,샤워실 유리문 고무밴드 곰팡이 오염,-
2022-08-27 11:14:22,532동 7517호,다용도실,건축,천장,다용도실 천장 균열,-
2022-12-07 00:27:20,397동 2328호,화장실,건축,,샤워실 유리문 고무밴드 곰팡이 오염,-
2018-11-25 21:34:21,344동 3097호,드레스룸,건축,,드레스룸 옷 선반이 덜컹거려요,-
2018-05-11 01:12:53,404동 7953호,주방,전기,벽,주방 콘센트에 오염이 심해서 교체가 필요합니다.,-
2019-01-02 17:29:30,921동 8313호,주방,건축,,주방 아일랜드 식탁 변색된 부분이 있어요. 보수 부탁드립니다.,-
2021-10-27 06:13:21,648동 9138호,현관,전기,천장,현관 전등 움직임 센서 불량,-
2019-11-30 04:27:15,502동 4280호,방,건축,천장,"입주자 사전 점검할 때 표시한 부분이 완벽히 하자 처리되지 않았고, 방마다 천장이 오염되어 있음",-
2020-02-02 09:36:30,683동 7015호,전열교환실,전기,벽,전열교환기실 스위치가 떨어짐 보수 필요,-
2022-06-19 17:26:07,774동 8295호,,전기,벽,통신함 부착상태 불량,-
2021-06-30 17:56:10,865동 9389호,주방,건축,,씽크대 밑 마감재 움직임,-
2021-11-02 10:51:50,239동 9899호,침실,건축,,침실 창문 개폐가 불량하고 프레임에 오염이 심해요.,-
2020-09-01 09:32:44,326동 9120호,주방,건축,,오븐 버튼이 뻑뻑해요.,-
2022-06-17 15:56:28,855동 5744호,화장실,설비,,화장실 수전 손잡이 부분 헐거움,-
2019-08-25 13:48:47,816동 5044호,주방,건축,,주방 하부장 문 안닫힘,-
2019-05-23 20:37:22,360동 2961호,화장실,설비,바닥,화장실 양변기 밑에 일부분이 파손되어 교체 필요합니다.,-
2019-05-19 10:16:29,560동 8643호,침실 화장실,건축,,침실 화장실 타일 오염,-
2018-12-22 07:46:54,318동 5338호,침실,건축,바닥,침실 방문 닫히는데 바닥이 닳음,-
2020-12-03 16:38:43,909동 5877호,주방,건축,천장,주방 몰딩 오염됨,-
2018-09-19 01:34:06,836동 8383호,대피공간,건축,벽,대피공간 벽면 도장 오염되어 있음,-
2018-12-26 23:01:58,701동 9471호,,전기,벽,통신함 일부 찌그러져 있음,-
2020-03-10 14:21:28,656동 5661호,주방,건축,바닥,주방 개수대에서 악취남,-
2019-10-17 17:25:23,946동 6137호,거실,건축,,"거실 창문에 방충망이 설치가 안되어 있고, 창틀이 오염 됐어요.",-
